image_name,kml_name,lat,lon,timestamp,severity_level
2025-08-02_19-57-16_g5_36.83934_-2.30905.png,2025-08-02_19-57-16_g5_36.83934_-2.30905,36.839342,-2.309049,2025-08-02 19:57:16,5
2025-08-02_20-01-53_g5_36.83934_-2.30905.png,2025-08-02_20-01-53_g5_36.83934_-2.30905,36.839342,-2.309049,2025-08-02 20:01:53,5
2025-08-03_13-07-22_g1_36.83926_-2.30904.png,2025-08-03_13-07-22_g1_36.83926_-2.30904,36.839255,-2.309045,2025-08-03 13:07:22,1
2025-08-03_13-11-44_g1_36.83919_-2.30896.png,2025-08-03_13-11-44_g1_36.83919_-2.30896,36.839192,-2.30896,2025-08-03 13:11:44,1
2025-08-09_14-16-38_g3_37.1761_-3.6075.png,2025-08-09_14-16-38_g3_37.1761_-3.6075,37.176101,-3.607496,2025-08-09 14:16:38,3
