Dates;Air_Relat_Hum;Air_Temp;Wind_Dir;Solar_Rad;Wind_Speed;Rain
2025-04-24 14:16:34.934;30;26.55;71;0;5;0
2025-04-24 15:16:19.415;25;27.2;83;0;2;0
2025-04-24 16:15:57.134;29;27.66;58;0;6;0
2025-04-24 17:15:31.481;29;26.79;58;0;2;0
2025-04-24 18:15:10.874;30;27.44;27;0;4;0
2025-04-24 19:14:27.402;34;25.81;70;0;2;0
2025-04-24 20:13:45.284;46;22.41;71;0;2;0
2025-04-24 21:13:10.160;59;18.95;191;0;3;0
2025-04-24 22:12:37.111;68;16.42;191;0;2;0
2025-04-24 23:12:09.351;75;14.69;191;0;2;0
2025-04-25 00:11:46.723;77;14.04;266;0;3;0
2025-04-25 01:11:22.836;79;13.16;266;0;3;0
2025-04-25 03:10:23.751;86;11.07;243;0;0;0
2025-04-25 04:10:00.841;88;10.39;244;0;2;0
2025-04-25 05:09:33.234;89;9.91;244;0;0;0
2025-04-25 06:09:09.853;89;9.26;244;4;0;0
2025-04-25 07:08:48.292;91;8.92;244;0;0;0
2025-04-25 08:08:48.631;80;12.47;136;0;1;0
2025-04-25 09:08:57.420;62;17.91;226;0;0;0
2025-04-25 10:08:38.351;42;21.53;32;0;4;0
2025-04-25 11:08:14.904;36;23.22;79;0;6;0
2025-04-25 12:07:50.641;35;24.11;42;0;15;0
2025-04-25 13:07:32.364;33;24.98;47;0;7;0
2025-04-25 14:07:12.078;28;25.36;87;0;7;0
2025-04-25 15:06:55.535;27;26.23;45;0;13;0
2025-04-25 16:06:29.722;29;26.28;66;0;9;0
2025-04-25 17:06:01.941;35;25.32;80;0;9;0
2025-04-25 18:05:34.782;34;24.48;111;0;5;0
2025-04-25 19:05:04.227;40;22.67;71;0;7;0
2025-04-25 20:04:26.135;50;19.23;85;0;2;0
2025-04-25 21:03:47.877;59;16.51;211;0;3;0
2025-04-25 22:03:19.840;66;14.86;191;0;0;0
2025-04-25 23:02:47.180;76;12.84;184;0;1;0
2025-04-26 00:02:20.627;78;12.36;127;0;0;0
2025-04-26 01:02:01.061;77;13.01;127;0;2;0
2025-04-26 02:01:32.469;81;12.04;48;0;0;0
2025-04-26 03:01:10.996;86;12.01;154;0;0;0
2025-04-26 04:00:50.886;89;11.1;154;0;2;0
2025-04-26 05:00:21.744;91;10.42;154;0;0;0
2025-04-26 06:00:04.805;91;10.84;265;0;1;0
2025-04-26 06:59:41.937;91;10.63;265;0;2;0
2025-04-26 07:59:36.031;88;12.64;264;0;2;0
2025-04-26 08:59:37.874;80;16.63;27;0;5;0
2025-04-26 09:59:32.166;68;18.7;60;0;6;0
2025-04-26 10:59:14.808;58;19.82;355;0;5;0
2025-04-26 11:58:46.629;46;21.17;60;0;15;0
2025-04-26 12:58:28.038;42;22.31;44;0;12;0
2025-04-26 13:58:09.542;38;23.69;25;0;5;0
2025-04-26 14:57:52.738;40;23.56;270;0;13;0
2025-04-26 15:57:31.540;39;23.14;226;0;4;0
2025-04-26 16:57:06.961;30;22.95;217;0;14;0
2025-04-26 17:56:46.614;31;22.41;269;0;6;0
2025-04-26 18:56:23.103;35;21.63;259;0;10;0
2025-04-26 19:55:46.369;45;19.44;270;0;5;0
2025-04-26 20:55:12.383;58;15.86;270;0;5;0
2025-04-26 21:54:42.213;65;14.35;269;0;2;0
2025-04-26 22:54:15.851;70;13.11;322;0;0;0
2025-04-26 23:53:46.186;74;12.29;298;0;3;0
2025-04-27 00:53:22.386;77;11.51;293;0;0;0
2025-04-27 01:52:42.756;83;9.32;293;0;0;0
2025-04-27 02:52:17.267;84;8.51;293;0;0;0
2025-04-27 03:52:08.621;70;11.07;280;0;5;0
2025-04-27 04:51:45.769;73;10.17;269;0;7;0
2025-04-27 05:51:19.040;74;9.67;289;0;4;0
2025-04-27 06:50:54.900;78;8.98;287;0;4;0
2025-04-27 07:50:48.173;71;12.19;160;0;3;0
2025-04-27 08:50:53.267;53;17.45;182;0;8;0
2025-04-27 09:50:40.561;49;18.91;191;0;7;0
2025-04-27 10:50:35.745;40;21.01;129;0;1;0
2025-04-27 11:50:15.196;39;22.79;52;0;4;0
2025-04-27 12:49:50.341;36;23.38;27;0;2;0
2025-04-27 13:49:34.408;36;24.01;62;0;10;0
2025-04-28 11:41:15.407;39;19.88;247;0;13;0
2025-04-28 12:40:56.790;34;21.19;236;0;15;0
2025-04-28 13:40:36.387;31;22.41;259;0;7;0
2025-04-28 14:40:18.153;28;23.11;179;0;12;0
2025-04-28 15:40:01.596;28;24.03;130;0;3;0
2025-04-28 16:39:39.678;30;24.03;287;0;8;0
2025-04-28 17:39:11.475;34;23.32;311;0;19;0
2025-04-28 18:38:43.952;38;21.92;267;0;13;0
2025-04-28 19:38:07.770;45;19.86;160;0;16;0
2025-04-29 00:35:48.298;65;12.91;229;0;7;0
2025-04-29 01:35:20.814;68;11.97;269;0;8;0
2025-04-29 02:34:55.532;69;11.48;211;0;10;0
2025-04-29 03:34:30.358;73;10.73;247;0;10;0
2025-04-29 04:34:08.268;75;10.28;207;0;5;0
2025-04-29 05:33:49.253;74;10.38;212;0;9;0
2025-04-29 06:33:22.179;74;10.32;238;0;10;0
2025-04-29 07:33:04.910;70;11.41;118;0;18;0
2025-04-29 08:32:51.731;67;12.97;125;0;15;0
2025-04-29 09:32:38.634;60;14.79;120;0;23;0
2025-04-29 10:32:25.985;55;16.31;224;0;24;0
2025-04-29 11:32:10.763;54;17.0;213;0;13;0
2025-04-29 12:32:00.864;49;19.13;236;0;9;0
2025-04-29 13:31:44.815;44;20.88;214;15;0;0
2025-04-29 14:31:27.296;45;21.13;233;9;0;0
2025-04-30 15:22:34.929;46;23.45;34;3;0;0
2025-04-30 16:22:08.543;49;22.47;68;9;0;0
2025-04-30 17:21:46.909;52;21.57;27;18;0;0
2025-04-30 18:21:10.122;69;17.95;56;7;0;0
2025-04-30 19:20:37.731;79;15.1;38;6;0;0
2025-04-30 20:20:13.352;82;14.2;57;4;0;0
2025-04-30 21:19:45.454;84;13.5;70;6;0;0
2025-04-30 22:19:19.382;85;13.42;41;1;0;0
2025-04-30 23:18:55.106;86;13.51;90;0;0;10
2025-05-01 00:18:34.697;90;13.59;270;4;0;10
2025-05-01 01:18:17.816;84;13.88;241;5;0;0
2025-05-01 02:17:56.811;84;13.69;261;3;0;0
2025-05-01 03:17:31.453;83;13.53;205;2;0;0
2025-05-01 04:17:09.973;82;13.73;218;4;0;0
2025-05-01 05:16:46.761;83;13.5;252;5;0;0
2025-05-01 06:16:25.811;81;13.57;245;6;0;0
2025-05-01 07:16:07.197;80;13.72;211;8;0;0
2025-05-01 08:15:50.619;77;14.32;241;10;0;0
2025-05-01 09:15:37.042;70;16.04;247;5;0;0
2025-05-01 10:15:25.846;63;17.63;210;9;0;0
2025-05-01 11:15:18.022;58;19.34;309;3;0;0
2025-05-01 12:14:55.216;58;20.09;163;1;0;0
2025-05-01 13:14:38.228;49;22.6;226;5;0;0
2025-05-01 14:14:25.912;44;24.26;28;5;0;0
2025-05-01 15:14:06.340;39;25.26;22;9;0;0
2025-05-01 16:13:37.546;38;25.73;62;18;0;0
2025-05-01 17:13:17.478;37;26.22;24;10;0;0
2025-05-01 18:12:54.156;35;26.44;27;3;0;0
2025-05-01 19:12:26.456;33;26.1;84;2;0;0
2025-05-01 20:11:39.613;50;20.51;174;1;0;0
2025-05-01 21:11:05.075;56;17.61;195;2;0;0
2025-05-01 23:10:31.056;65;18.61;246;9;0;0
2025-05-02 00:10:06.485;76;17.11;178;10;0;9
2025-05-02 01:09:46.413;77;16.51;226;10;0;0
2025-05-02 02:09:28.357;72;17.11;254;7;0;0
2025-05-02 03:08:55.315;79;13.2;48;5;0;0
2025-05-02 04:08:29.194;85;11.86;33;4;0;0
2025-05-02 05:08:06.882;85;11.69;51;0;0;9
2025-05-02 06:07:39.537;89;11.11;34;0;0;6
2025-05-02 07:07:29.186;89;12.2;273;5;0;9
2025-05-02 08:07:15.652;84;14.72;234;2;0;0
2025-05-02 09:07:10.781;75;17.42;341;7;0;0
2025-05-02 10:06:48.201;76;17.36;23;3;0;0
2025-05-02 11:06:25.845;75;17.61;31;11;0;0
2025-05-02 12:06:22.351;53;20.13;31;7;0;0
2025-05-02 13:06:00.381;46;20.81;60;19;0;0
2025-05-02 14:05:41.440;45;21.66;59;14;0;0
2025-05-02 15:05:18.854;37;22.01;48;13;0;0
2025-05-02 16:04:56.637;36;22.01;82;13;0;0
2025-05-02 17:04:34.898;38;21.82;49;11;0;0
2025-05-02 18:04:08.352;43;20.63;27;11;0;0
2025-05-04 08:49:32.409;79;12.57;58;0;3;0
